column_000,column_001,column_002,column_003,column_004,column_005,column_006,column_007,column_008,column_009,column_010,column_011,column_012,column_013,column_014,column_015,column_016,column_017,column_018,column_019
56540107426,value-5654-1,value-5654-2,value-5654-3,value-5654-4,56540107431,value-5654-6,value-5654-7,value-5654-8,value-5654-9,56540107436,value-5654-11,value-5654-12,value-5654-13,value-5654-14,56540107441,value-5654-16,value-5654-17,value-5654-18,value-5654-19
56550107445,value-5655-1,value-5655-2,value-5655-3,value-5655-4,56550107450,value-5655-6,value-5655-7,value-5655-8,value-5655-9,56550107455,value-5655-11,value-5655-12,value-5655-13,value-5655-14,56550107460,value-5655-16,value-5655-17,value-5655-18,value-5655-19
56560107464,value-5656-1,,value-5656-3,value-5656-4,56560107469,value-5656-6,value-5656-7,value-5656-8,value-5656-9,56560107474,value-5656-11,value-5656-12,value-5656-13,value-5656-14,56560107479,value-5656-16,value-5656-17,value-5656-18,value-5656-19
56570107483,value-5657-1,value-5657-2,value-5657-3,value-5657-4,56570107488,value-5657-6,value-5657-7,value-5657-8,value-5657-9,56570107493,value-5657-11,value-5657-12,value-5657-13,value-5657-14,56570107498,value-5657-16,value-5657-17,value-5657-18,value-5657-19
56580107502,value-5658-1,value-5658-2,value-5658-3,value-5658-4,56580107507,value-5658-6,value-5658-7,value-5658-8,value-5658-9,56580107512,value-5658-11,value-5658-12,value-5658-13,value-5658-14,56580107517,value-5658-16,value-5658-17,value-5658-18,value-5658-19
56590107521,value-5659-1,value-5659-2,value-5659-3,value-5659-4,56590107526,value-5659-6,value-5659-7,value-5659-8,value-5659-9,56590107531,value-5659-11,value-5659-12,value-5659-13,value-5659-14,56590107536,value-5659-16,value-5659-17,value-5659-18,value-5659-19
56600107540,value-5660-1,value-5660-2,value-5660-3,value-5660-4,56600107545,value-5660-6,value-5660-7,value-5660-8,value-5660-9,56600107550,value-5660-11,value-5660-12,value-5660-13,value-5660-14,56600107555,value-5660-16,value-5660-17,value-5660-18,value-5660-19
56610107559,value-5661-1,value-5661-2,value-5661-3,value-5661-4,56610107564,value-5661-6,value-5661-7,value-5661-8,value-5661-9,56610107569,value-5661-11,value-5661-12,value-5661-13,value-5661-14,56610107574,value-5661-16,value-5661-17,value-5661-18,value-5661-19
56620107578,value-5662-1,value-5662-2,value-5662-3,value-5662-4,56620107583,value-5662-6,value-5662-7,value-5662-8,value-5662-9,56620107588,value-5662-11,value-5662-12,value-5662-13,value-5662-14,56620107593,value-5662-16,value-5662-17,value-5662-18,value-5662-19
56630107597,value-5663-1,value-5663-2,value-5663-3,value-5663-4,56630107602,value-5663-6,value-5663-7,value-5663-8,value-5663-9,56630107607,value-5663-11,value-5663-12,value-5663-13,value-5663-14,56630107612,value-5663-16,value-5663-17,value-5663-18,value-5663-19
56640107616,value-5664-1,value-5664-2,value-5664-3,value-5664-4,56640107621,value-5664-6,value-5664-7,value-5664-8,value-5664-9,56640107626,value-5664-11,value-5664-12,value-5664-13,value-5664-14,56640107631,value-5664-16,value-5664-17,value-5664-18,value-5664-19
56650107635,value-5665-1,value-5665-2,value-5665-3,value-5665-4,56650107640,value-5665-6,value-5665-7,value-5665-8,value-5665-9,56650107645,value-5665-11,value-5665-12,value-5665-13,value-5665-14,56650107650,value-5665-16,value-5665-17,value-5665-18,value-5665-19
56660107654,value-5666-1,value-5666-2,value-5666-3,value-5666-4,56660107659,value-5666-6,value-5666-7,value-5666-8,value-5666-9,56660107664,value-5666-11,value-5666-12,value-5666-13,value-5666-14,56660107669,value-5666-16,value-5666-17,value-5666-18,value-5666-19
56670107673,value-5667-1,value-5667-2,value-5667-3,value-5667-4,56670107678,value-5667-6,value-5667-7,value-5667-8,value-5667-9,56670107683,value-5667-11,value-5667-12,value-5667-13,value-5667-14,56670107688,value-5667-16,value-5667-17,value-5667-18,value-5667-19
56680107692,value-5668-1,value-5668-2,value-5668-3,value-5668-4,56680107697,value-5668-6,value-5668-7,value-5668-8,value-5668-9,56680107702,value-5668-11,value-5668-12,value-5668-13,value-5668-14,56680107707,value-5668-16,value-5668-17,value-5668-18,value-5668-19
56690107711,value-5669-1,value-5669-2,value-5669-3,value-5669-4,56690107716,value-5669-6,value-5669-7,value-5669-8,value-5669-9,56690107721,value-5669-11,value-5669-12,value-5669-13,value-5669-14,56690107726,value-5669-16,value-5669-17,value-5669-18,value-5669-19
56700107730,value-5670-1,value-5670-2,value-5670-3,value-5670-4,56700107735,value-5670-6,value-5670-7,value-5670-8,value-5670-9,56700107740,value-5670-11,value-5670-12,value-5670-13,value-5670-14,56700107745,value-5670-16,value-5670-17,value-5670-18,value-5670-19
56710107749,value-5671-1,value-5671-2,value-5671-3,value-5671-4,56710107754,value-5671-6,value-5671-7,value-5671-8,value-5671-9,56710107759,value-5671-11,value-5671-12,value-5671-13,value-5671-14,56710107764,value-5671-16,value-5671-17,value-5671-18,value-5671-19
56720107768,value-5672-1,value-5672-2,value-5672-3,value-5672-4,56720107773,value-5672-6,value-5672-7,value-5672-8,value-5672-9,56720107778,value-5672-11,value-5672-12,value-5672-13,value-5672-14,56720107783,value-5672-16,value-5672-17,value-5672-18,value-5672-19
56730107787,value-5673-1,value-5673-2,value-5673-3,value-5673-4,56730107792,value-5673-6,value-5673-7,value-5673-8,value-5673-9,56730107797,value-5673-11,value-5673-12,value-5673-13,value-5673-14,56730107802,value-5673-16,value-5673-17,value-5673-18,value-5673-19
56740107806,value-5674-1,value-5674-2,value-5674-3,value-5674-4,56740107811,value-5674-6,value-5674-7,value-5674-8,value-5674-9,56740107816,value-5674-11,value-5674-12,value-5674-13,value-5674-14,56740107821,value-5674-16,value-5674-17,value-5674-18,value-5674-19
56750107825,value-5675-1,value-5675-2,value-5675-3,value-5675-4,56750107830,value-5675-6,value-5675-7,value-5675-8,value-5675-9,56750107835,value-5675-11,value-5675-12,value-5675-13,value-5675-14,56750107840,value-5675-16,value-5675-17,value-5675-18,value-5675-19
56760107844,value-5676-1,value-5676-2,value-5676-3,value-5676-4,56760107849,value-5676-6,value-5676-7,value-5676-8,value-5676-9,56760107854,value-5676-11,value-5676-12,value-5676-13,value-5676-14,56760107859,value-5676-16,value-5676-17,value-5676-18,value-5676-19
56770107863,value-5677-1,value-5677-2,value-5677-3,value-5677-4,56770107868,value-5677-6,value-5677-7,value-5677-8,value-5677-9,56770107873,value-5677-11,value-5677-12,value-5677-13,value-5677-14,56770107878,value-5677-16,value-5677-17,value-5677-18,value-5677-19
56780107882,value-5678-1,value-5678-2,value-5678-3,value-5678-4,56780107887,value-5678-6,value-5678-7,value-5678-8,value-5678-9,56780107892,value-5678-11,value-5678-12,value-5678-13,value-5678-14,56780107897,value-5678-16,value-5678-17,value-5678-18,value-5678-19
56790107901,value-5679-1,value-5679-2,value-5679-3,value-5679-4,56790107906,value-5679-6,value-5679-7,value-5679-8,value-5679-9,56790107911,value-5679-11,value-5679-12,value-5679-13,value-5679-14,56790107916,value-5679-16,value-5679-17,value-5679-18,value-5679-19
56800107920,value-5680-1,value-5680-2,value-5680-3,value-5680-4,56800107925,value-5680-6,value-5680-7,value-5680-8,value-5680-9,56800107930,value-5680-11,value-5680-12,value-5680-13,value-5680-14,56800107935,value-5680-16,value-5680-17,value-5680-18,value-5680-19
56810107939,value-5681-1,value-5681-2,value-5681-3,value-5681-4,56810107944,value-5681-6,value-5681-7,value-5681-8,value-5681-9,56810107949,value-5681-11,value-5681-12,value-5681-13,value-5681-14,56810107954,value-5681-16,value-5681-17,value-5681-18,value-5681-19
56820107958,value-5682-1,value-5682-2,value-5682-3,value-5682-4,56820107963,value-5682-6,value-5682-7,value-5682-8,value-5682-9,56820107968,value-5682-11,value-5682-12,value-5682-13,value-5682-14,56820107973,value-5682-16,value-5682-17,value-5682-18,value-5682-19
56830107977,value-5683-1,value-5683-2,value-5683-3,value-5683-4,56830107982,value-5683-6,value-5683-7,value-5683-8,value-5683-9,56830107987,value-5683-11,value-5683-12,value-5683-13,value-5683-14,56830107992,value-5683-16,value-5683-17,value-5683-18,value-5683-19
56840107996,value-5684-1,value-5684-2,value-5684-3,value-5684-4,56840108001,value-5684-6,value-5684-7,value-5684-8,value-5684-9,56840108006,value-5684-11,value-5684-12,value-5684-13,value-5684-14,56840108011,value-5684-16,value-5684-17,value-5684-18,value-5684-19
56850108015,value-5685-1,value-5685-2,value-5685-3,value-5685-4,56850108020,value-5685-6,value-5685-7,value-5685-8,value-5685-9,56850108025,value-5685-11,value-5685-12,value-5685-13,value-5685-14,56850108030,value-5685-16,value-5685-17,value-5685-18,value-5685-19
56860108034,value-5686-1,value-5686-2,value-5686-3,value-5686-4,56860108039,value-5686-6,value-5686-7,value-5686-8,value-5686-9,56860108044,value-5686-11,value-5686-12,value-5686-13,value-5686-14,56860108049,value-5686-16,value-5686-17,value-5686-18,value-5686-19
56870108053,value-5687-1,value-5687-2,value-5687-3,value-5687-4,56870108058,value-5687-6,value-5687-7,value-5687-8,value-5687-9,56870108063,value-5687-11,value-5687-12,value-5687-13,value-5687-14,56870108068,value-5687-16,value-5687-17,value-5687-18,value-5687-19
56880108072,value-5688-1,value-5688-2,value-5688-3,value-5688-4,56880108077,value-5688-6,value-5688-7,value-5688-8,value-5688-9,56880108082,value-5688-11,value-5688-12,value-5688-13,value-5688-14,56880108087,value-5688-16,value-5688-17,value-5688-18,value-5688-19
56890108091,value-5689-1,value-5689-2,value-5689-3,value-5689-4,56890108096,value-5689-6,value-5689-7,value-5689-8,value-5689-9,56890108101,value-5689-11,value-5689-12,value-5689-13,value-5689-14,56890108106,value-5689-16,value-5689-17,value-5689-18,value-5689-19
56900108110,value-5690-1,value-5690-2,value-5690-3,value-5690-4,56900108115,value-5690-6,value-5690-7,value-5690-8,value-5690-9,56900108120,value-5690-11,value-5690-12,value-5690-13,value-5690-14,56900108125,value-5690-16,value-5690-17,value-5690-18,value-5690-19
56910108129,value-5691-1,value-5691-2,value-5691-3,value-5691-4,56910108134,value-5691-6,value-5691-7,value-5691-8,value-5691-9,56910108139,value-5691-11,value-5691-12,value-5691-13,value-5691-14,56910108144,value-5691-16,value-5691-17,value-5691-18,value-5691-19
56920108148,value-5692-1,value-5692-2,value-5692-3,value-5692-4,56920108153,value-5692-6,value-5692-7,value-5692-8,value-5692-9,56920108158,value-5692-11,value-5692-12,value-5692-13,value-5692-14,56920108163,value-5692-16,value-5692-17,value-5692-18,value-5692-19
56930108167,value-5693-1,value-5693-2,value-5693-3,value-5693-4,56930108172,value-5693-6,value-5693-7,value-5693-8,value-5693-9,56930108177,value-5693-11,value-5693-12,value-5693-13,value-5693-14,56930108182,value-5693-16,value-5693-17,value-5693-18,value-5693-19
56940108186,value-5694-1,value-5694-2,value-5694-3,value-5694-4,56940108191,value-5694-6,value-5694-7,value-5694-8,value-5694-9,56940108196,value-5694-11,value-5694-12,value-5694-13,value-5694-14,56940108201,value-5694-16,value-5694-17,value-5694-18,value-5694-19
56950108205,value-5695-1,value-5695-2,value-5695-3,value-5695-4,56950108210,value-5695-6,value-5695-7,value-5695-8,value-5695-9,56950108215,value-5695-11,value-5695-12,value-5695-13,value-5695-14,56950108220,value-5695-16,value-5695-17,value-5695-18,value-5695-19
56960108224,value-5696-1,value-5696-2,value-5696-3,value-5696-4,56960108229,value-5696-6,value-5696-7,value-5696-8,value-5696-9,56960108234,value-5696-11,value-5696-12,value-5696-13,value-5696-14,56960108239,value-5696-16,value-5696-17,value-5696-18,value-5696-19
56970108243,value-5697-1,value-5697-2,value-5697-3,value-5697-4,56970108248,value-5697-6,value-5697-7,value-5697-8,value-5697-9,56970108253,value-5697-11,value-5697-12,value-5697-13,value-5697-14,56970108258,value-5697-16,value-5697-17,value-5697-18,value-5697-19
56980108262,value-5698-1,value-5698-2,value-5698-3,value-5698-4,56980108267,value-5698-6,value-5698-7,value-5698-8,value-5698-9,56980108272,value-5698-11,value-5698-12,value-5698-13,value-5698-14,56980108277,value-5698-16,value-5698-17,value-5698-18,value-5698-19
56990108281,value-5699-1,value-5699-2,value-5699-3,value-5699-4,56990108286,value-5699-6,value-5699-7,value-5699-8,value-5699-9,56990108291,value-5699-11,value-5699-12,value-5699-13,value-5699-14,56990108296,value-5699-16,value-5699-17,value-5699-18,value-5699-19
57000108300,value-5700-1,value-5700-2,value-5700-3,value-5700-4,57000108305,value-5700-6,value-5700-7,value-5700-8,value-5700-9,57000108310,value-5700-11,value-5700-12,value-5700-13,value-5700-14,57000108315,value-5700-16,value-5700-17,value-5700-18,value-5700-19
57010108319,value-5701-1,value-5701-2,value-5701-3,value-5701-4,57010108324,value-5701-6,value-5701-7,value-5701-8,value-5701-9,57010108329,value-5701-11,value-5701-12,value-5701-13,value-5701-14,57010108334,value-5701-16,value-5701-17,value-5701-18,value-5701-19
57020108338,value-5702-1,value-5702-2,value-5702-3,value-5702-4,57020108343,value-5702-6,value-5702-7,value-5702-8,value-5702-9,57020108348,value-5702-11,value-5702-12,value-5702-13,value-5702-14,57020108353,value-5702-16,value-5702-17,value-5702-18,value-5702-19
57030108357,value-5703-1,value-5703-2,value-5703-3,value-5703-4,57030108362,value-5703-6,value-5703-7,value-5703-8,value-5703-9,57030108367,value-5703-11,value-5703-12,value-5703-13,value-5703-14,57030108372,value-5703-16,value-5703-17,value-5703-18,value-5703-19
57040108376,value-5704-1,value-5704-2,value-5704-3,value-5704-4,57040108381,value-5704-6,value-5704-7,value-5704-8,value-5704-9,57040108386,value-5704-11,value-5704-12,value-5704-13,value-5704-14,57040108391,value-5704-16,value-5704-17,value-5704-18,value-5704-19
57050108395,value-5705-1,value-5705-2,value-5705-3,value-5705-4,57050108400,value-5705-6,value-5705-7,value-5705-8,value-5705-9,57050108405,value-5705-11,value-5705-12,value-5705-13,value-5705-14,57050108410,value-5705-16,value-5705-17,value-5705-18,value-5705-19
57060108414,value-5706-1,value-5706-2,value-5706-3,value-5706-4,57060108419,value-5706-6,value-5706-7,value-5706-8,value-5706-9,57060108424,value-5706-11,value-5706-12,value-5706-13,value-5706-14,57060108429,value-5706-16,value-5706-17,value-5706-18,value-5706-19
57070108433,value-5707-1,value-5707-2,value-5707-3,value-5707-4,57070108438,value-5707-6,value-5707-7,value-5707-8,value-5707-9,57070108443,value-5707-11,value-5707-12,value-5707-13,value-5707-14,57070108448,value-5707-16,value-5707-17,value-5707-18,value-5707-19
57080108452,value-5708-1,value-5708-2,value-5708-3,value-5708-4,57080108457,value-5708-6,value-5708-7,value-5708-8,value-5708-9,57080108462,value-5708-11,value-5708-12,value-5708-13,value-5708-14,57080108467,value-5708-16,value-5708-17,value-5708-18,value-5708-19
57090108471,value-5709-1,value-5709-2,value-5709-3,value-5709-4,57090108476,value-5709-6,value-5709-7,value-5709-8,value-5709-9,57090108481,value-5709-11,value-5709-12,value-5709-13,value-5709-14,57090108486,value-5709-16,value-5709-17,value-5709-18,value-5709-19
57100108490,value-5710-1,value-5710-2,value-5710-3,value-5710-4,57100108495,value-5710-6,value-5710-7,value-5710-8,value-5710-9,57100108500,value-5710-11,value-5710-12,value-5710-13,value-5710-14,57100108505,value-5710-16,value-5710-17,value-5710-18,value-5710-19
57110108509,value-5711-1,value-5711-2,value-5711-3,value-5711-4,57110108514,value-5711-6,value-5711-7,value-5711-8,value-5711-9,57110108519,value-5711-11,value-5711-12,value-5711-13,value-5711-14,57110108524,value-5711-16,value-5711-17,value-5711-18,value-5711-19
57120108528,value-5712-1,value-5712-2,value-5712-3,value-5712-4,57120108533,value-5712-6,value-5712-7,value-5712-8,value-5712-9,57120108538,value-5712-11,value-5712-12,value-5712-13,value-5712-14,57120108543,value-5712-16,value-5712-17,value-5712-18,value-5712-19
57130108547,value-5713-1,value-5713-2,value-5713-3,value-5713-4,57130108552,value-5713-6,value-5713-7,value-5713-8,value-5713-9,57130108557,value-5713-11,value-5713-12,value-5713-13,value-5713-14,57130108562,value-5713-16,value-5713-17,value-5713-18,value-5713-19
57140108566,value-5714-1,value-5714-2,value-5714-3,value-5714-4,57140108571,value-5714-6,value-5714-7,value-5714-8,value-5714-9,57140108576,value-5714-11,value-5714-12,value-5714-13,value-5714-14,57140108581,value-5714-16,value-5714-17,value-5714-18,value-5714-19
57150108585,value-5715-1,value-5715-2,value-5715-3,value-5715-4,57150108590,value-5715-6,value-5715-7,value-5715-8,value-5715-9,57150108595,value-5715-11,value-5715-12,value-5715-13,value-5715-14,57150108600,value-5715-16,value-5715-17,value-5715-18,value-5715-19
57160108604,value-5716-1,value-5716-2,value-5716-3,value-5716-4,57160108609,value-5716-6,value-5716-7,value-5716-8,value-5716-9,57160108614,value-5716-11,value-5716-12,value-5716-13,value-5716-14,57160108619,value-5716-16,value-5716-17,value-5716-18,value-5716-19
57170108623,value-5717-1,value-5717-2,value-5717-3,value-5717-4,57170108628,value-5717-6,value-5717-7,value-5717-8,value-5717-9,57170108633,value-5717-11,value-5717-12,value-5717-13,value-5717-14,57170108638,value-5717-16,value-5717-17,value-5717-18,value-5717-19
57180108642,value-5718-1,value-5718-2,value-5718-3,value-5718-4,57180108647,value-5718-6,value-5718-7,value-5718-8,value-5718-9,57180108652,value-5718-11,value-5718-12,value-5718-13,value-5718-14,57180108657,value-5718-16,value-5718-17,value-5718-18,value-5718-19
57190108661,value-5719-1,value-5719-2,value-5719-3,value-5719-4,57190108666,value-5719-6,value-5719-7,value-5719-8,value-5719-9,57190108671,value-5719-11,value-5719-12,value-5719-13,value-5719-14,57190108676,value-5719-16,value-5719-17,value-5719-18,value-5719-19
57200108680,value-5720-1,value-5720-2,value-5720-3,value-5720-4,57200108685,value-5720-6,value-5720-7,value-5720-8,value-5720-9,57200108690,value-5720-11,value-5720-12,value-5720-13,value-5720-14,57200108695,value-5720-16,value-5720-17,value-5720-18,value-5720-19
57210108699,value-5721-1,value-5721-2,value-5721-3,value-5721-4,57210108704,value-5721-6,value-5721-7,value-5721-8,value-5721-9,57210108709,value-5721-11,value-5721-12,value-5721-13,value-5721-14,57210108714,value-5721-16,value-5721-17,value-5721-18,value-5721-19
57220108718,value-5722-1,value-5722-2,value-5722-3,value-5722-4,57220108723,value-5722-6,value-5722-7,value-5722-8,value-5722-9,57220108728,value-5722-11,value-5722-12,value-5722-13,value-5722-14,57220108733,value-5722-16,value-5722-17,value-5722-18,value-5722-19
57230108737,value-5723-1,value-5723-2,value-5723-3,value-5723-4,57230108742,value-5723-6,value-5723-7,value-5723-8,value-5723-9,57230108747,value-5723-11,value-5723-12,value-5723-13,value-5723-14,57230108752,value-5723-16,value-5723-17,value-5723-18,value-5723-19
57240108756,value-5724-1,value-5724-2,value-5724-3,value-5724-4,57240108761,value-5724-6,value-5724-7,value-5724-8,value-5724-9,57240108766,value-5724-11,value-5724-12,value-5724-13,value-5724-14,57240108771,value-5724-16,value-5724-17,value-5724-18,value-5724-19
57250108775,value-5725-1,value-5725-2,value-5725-3,value-5725-4,57250108780,value-5725-6,value-5725-7,value-5725-8,value-5725-9,57250108785,value-5725-11,value-5725-12,value-5725-13,value-5725-14,57250108790,value-5725-16,value-5725-17,value-5725-18,value-5725-19
57260108794,value-5726-1,value-5726-2,value-5726-3,value-5726-4,57260108799,value-5726-6,value-5726-7,value-5726-8,value-5726-9,57260108804,value-5726-11,value-5726-12,value-5726-13,value-5726-14,57260108809,value-5726-16,value-5726-17,value-5726-18,value-5726-19
57270108813,value-5727-1,value-5727-2,value-5727-3,value-5727-4,57270108818,value-5727-6,value-5727-7,value-5727-8,value-5727-9,57270108823,value-5727-11,value-5727-12,value-5727-13,value-5727-14,57270108828,value-5727-16,value-5727-17,value-5727-18,value-5727-19
57280108832,value-5728-1,value-5728-2,value-5728-3,value-5728-4,57280108837,value-5728-6,value-5728-7,value-5728-8,value-5728-9,57280108842,value-5728-11,value-5728-12,value-5728-13,value-5728-14,57280108847,value-5728-16,value-5728-17,value-5728-18,value-5728-19
57290108851,value-5729-1,value-5729-2,value-5729-3,value-5729-4,57290108856,value-5729-6,value-5729-7,value-5729-8,value-5729-9,57290108861,value-5729-11,value-5729-12,value-5729-13,value-5729-14,57290108866,value-5729-16,value-5729-17,value-5729-18,value-5729-19
57300108870,value-5730-1,value-5730-2,value-5730-3,value-5730-4,57300108875,value-5730-6,value-5730-7,value-5730-8,value-5730-9,57300108880,value-5730-11,value-5730-12,value-5730-13,value-5730-14,57300108885,value-5730-16,value-5730-17,value-5730-18,value-5730-19
57310108889,value-5731-1,value-5731-2,value-5731-3,value-5731-4,57310108894,value-5731-6,value-5731-7,value-5731-8,value-5731-9,57310108899,value-5731-11,value-5731-12,value-5731-13,value-5731-14,57310108904,value-5731-16,value-5731-17,value-5731-18,value-5731-19
57320108908,value-5732-1,value-5732-2,value-5732-3,value-5732-4,57320108913,value-5732-6,value-5732-7,value-5732-8,value-5732-9,57320108918,value-5732-11,value-5732-12,value-5732-13,value-5732-14,57320108923,value-5732-16,value-5732-17,value-5732-18,value-5732-19
57330108927,value-5733-1,value-5733-2,value-5733-3,value-5733-4,57330108932,value-5733-6,value-5733-7,value-5733-8,value-5733-9,57330108937,value-5733-11,value-5733-12,value-5733-13,value-5733-14,57330108942,value-5733-16,value-5733-17,value-5733-18,value-5733-19
57340108946,value-5734-1,value-5734-2,value-5734-3,value-5734-4,57340108951,value-5734-6,value-5734-7,value-5734-8,value-5734-9,57340108956,value-5734-11,value-5734-12,value-5734-13,value-5734-14,57340108961,value-5734-16,value-5734-17,value-5734-18,value-5734-19
57350108965,value-5735-1,value-5735-2,value-5735-3,value-5735-4,57350108970,value-5735-6,value-5735-7,value-5735-8,value-5735-9,57350108975,value-5735-11,value-5735-12,value-5735-13,value-5735-14,57350108980,value-5735-16,value-5735-17,value-5735-18,value-5735-19
57360108984,value-5736-1,value-5736-2,value-5736-3,value-5736-4,57360108989,value-5736-6,value-5736-7,value-5736-8,value-5736-9,57360108994,value-5736-11,value-5736-12,value-5736-13,value-5736-14,57360108999,value-5736-16,value-5736-17,value-5736-18,value-5736-19
57370109003,value-5737-1,value-5737-2,value-5737-3,value-5737-4,57370109008,value-5737-6,value-5737-7,value-5737-8,value-5737-9,57370109013,value-5737-11,value-5737-12,value-5737-13,value-5737-14,57370109018,value-5737-16,value-5737-17,value-5737-18,value-5737-19
57380109022,value-5738-1,value-5738-2,value-5738-3,value-5738-4,57380109027,value-5738-6,value-5738-7,value-5738-8,value-5738-9,57380109032,value-5738-11,value-5738-12,value-5738-13,value-5738-14,57380109037,value-5738-16,value-5738-17,value-5738-18,value-5738-19
57390109041,value-5739-1,value-5739-2,value-5739-3,value-5739-4,57390109046,value-5739-6,value-5739-7,value-5739-8,value-5739-9,57390109051,value-5739-11,value-5739-12,value-5739-13,value-5739-14,57390109056,value-5739-16,value-5739-17,value-5739-18,value-5739-19
57400109060,value-5740-1,value-5740-2,value-5740-3,value-5740-4,57400109065,value-5740-6,value-5740-7,value-5740-8,value-5740-9,57400109070,value-5740-11,value-5740-12,value-5740-13,value-5740-14,57400109075,value-5740-16,value-5740-17,value-5740-18,value-5740-19
57410109079,value-5741-1,value-5741-2,value-5741-3,value-5741-4,57410109084,value-5741-6,value-5741-7,value-5741-8,value-5741-9,57410109089,value-5741-11,value-5741-12,value-5741-13,value-5741-14,57410109094,value-5741-16,value-5741-17,value-5741-18,value-5741-19
57420109098,value-5742-1,value-5742-2,value-5742-3,value-5742-4,57420109103,value-5742-6,value-5742-7,value-5742-8,value-5742-9,57420109108,value-5742-11,value-5742-12,value-5742-13,value-5742-14,57420109113,value-5742-16,value-5742-17,value-5742-18,value-5742-19
57430109117,value-5743-1,value-5743-2,value-5743-3,value-5743-4,57430109122,value-5743-6,value-5743-7,value-5743-8,value-5743-9,57430109127,value-5743-11,value-5743-12,value-5743-13,value-5743-14,57430109132,value-5743-16,value-5743-17,value-5743-18,value-5743-19
57440109136,value-5744-1,value-5744-2,value-5744-3,value-5744-4,57440109141,value-5744-6,value-5744-7,value-5744-8,value-5744-9,57440109146,value-5744-11,value-5744-12,value-5744-13,value-5744-14,57440109151,value-5744-16,value-5744-17,value-5744-18,value-5744-19
57450109155,value-5745-1,value-5745-2,value-5745-3,value-5745-4,57450109160,value-5745-6,value-5745-7,value-5745-8,value-5745-9,57450109165,value-5745-11,value-5745-12,value-5745-13,value-5745-14,57450109170,value-5745-16,value-5745-17,value-5745-18,value-5745-19
57460109174,value-5746-1,value-5746-2,value-5746-3,value-5746-4,57460109179,value-5746-6,value-5746-7,value-5746-8,value-5746-9,57460109184,value-5746-11,value-5746-12,value-5746-13,value-5746-14,57460109189,value-5746-16,value-5746-17,value-5746-18,value-5746-19
57470109193,value-5747-1,value-5747-2,value-5747-3,value-5747-4,57470109198,value-5747-6,value-5747-7,value-5747-8,value-5747-9,57470109203,value-5747-11,value-5747-12,value-5747-13,value-5747-14,57470109208,value-5747-16,value-5747-17,value-5747-18,value-5747-19
57480109212,value-5748-1,value-5748-2,value-5748-3,value-5748-4,57480109217,value-5748-6,value-5748-7,value-5748-8,value-5748-9,57480109222,value-5748-11,value-5748-12,value-5748-13,value-5748-14,57480109227,value-5748-16,value-5748-17,value-5748-18,value-5748-19
57490109231,value-5749-1,value-5749-2,value-5749-3,value-5749-4,57490109236,value-5749-6,value-5749-7,value-5749-8,value-5749-9,57490109241,value-5749-11,value-5749-12,value-5749-13,value-5749-14,57490109246,value-5749-16,value-5749-17,value-5749-18,value-5749-19
57500109250,value-5750-1,value-5750-2,value-5750-3,value-5750-4,57500109255,value-5750-6,value-5750-7,value-5750-8,value-5750-9,57500109260,value-5750-11,value-5750-12,value-5750-13,value-5750-14,57500109265,value-5750-16,value-5750-17,value-5750-18,value-5750-19
57510109269,value-5751-1,value-5751-2,value-5751-3,value-5751-4,57510109274,value-5751-6,value-5751-7,value-5751-8,value-5751-9,57510109279,value-5751-11,value-5751-12,value-5751-13,value-5751-14,57510109284,value-5751-16,value-5751-17,value-5751-18,value-5751-19
57520109288,value-5752-1,value-5752-2,value-5752-3,value-5752-4,57520109293,value-5752-6,value-5752-7,value-5752-8,value-5752-9,57520109298,value-5752-11,value-5752-12,value-5752-13,value-5752-14,57520109303,value-5752-16,value-5752-17,value-5752-18,value-5752-19
57530109307,value-5753-1,value-5753-2,value-5753-3,value-5753-4,57530109312,value-5753-6,value-5753-7,value-5753-8,value-5753-9,57530109317,value-5753-11,value-5753-12,value-5753-13,value-5753-14,57530109322,value-5753-16,value-5753-17,value-5753-18,value-5753-19
57540109326,value-5754-1,value-5754-2,value-5754-3,value-5754-4,57540109331,value-5754-6,value-5754-7,value-5754-8,value-5754-9,57540109336,value-5754-11,value-5754-12,value-5754-13,value-5754-14,57540109341,value-5754-16,value-5754-17,value-5754-18,value-5754-19
57550109345,value-5755-1,value-5755-2,value-5755-3,value-5755-4,57550109350,value-5755-6,value-5755-7,value-5755-8,value-5755-9,57550109355,value-5755-11,value-5755-12,value-5755-13,value-5755-14,57550109360,value-5755-16,value-5755-17,value-5755-18,value-5755-19
57560109364,value-5756-1,value-5756-2,value-5756-3,value-5756-4,57560109369,value-5756-6,value-5756-7,value-5756-8,value-5756-9,57560109374,value-5756-11,value-5756-12,value-5756-13,value-5756-14,57560109379,value-5756-16,value-5756-17,value-5756-18,value-5756-19
57570109383,value-5757-1,,value-5757-3,value-5757-4,57570109388,value-5757-6,value-5757-7,value-5757-8,value-5757-9,57570109393,value-5757-11,value-5757-12,value-5757-13,value-5757-14,57570109398,value-5757-16,value-5757-17,value-5757-18,value-5757-19
57580109402,value-5758-1,value-5758-2,value-5758-3,value-5758-4,57580109407,value-5758-6,value-5758-7,value-5758-8,value-5758-9,57580109412,value-5758-11,value-5758-12,value-5758-13,value-5758-14,57580109417,value-5758-16,value-5758-17,value-5758-18,value-5758-19
